,ISO,Year,BAU_old,SC1_old,SC2_old,BAU,SC1,SC2
0,HUN,2017,0.225429542,0.225429542,0.225429542,22.5429542,22.5429542,22.5429542
1,HUN,2020,0.225441523,0.225490177,0.225429542,22.5441523,22.5490177,22.5429542
2,HUN,2025,0.225478003,0.225814584,0.225429542,22.5478003,22.5814584,22.5429542
3,HUN,2030,0.225553357,0.226875816,0.225429542,22.5553357,22.6875816,22.5429542
4,HUN,2035,0.225696636,0.229540724,0.225429542,22.5696636,22.9540724,22.5429542
5,HUN,2040,0.225956174,0.235116815,0.225429542,22.5956174,23.5116815,22.5429542
6,HUN,2045,0.226403311,0.245352574,0.225429542,22.6403311,24.5352574,22.5429542
7,HUN,2050,0.227135482,0.262400706,0.225429542,22.7135482,26.2400706,22.5429542
