ISO,Year,PGC_Waste
ECU,2007,839.5960215
ECU,2008,839.5960215
ECU,2009,839.5960215
ECU,2010,839.5960215
ECU,2011,839.5960215
ECU,2012,839.5960215
ECU,2013,839.5960215
ECU,2014,839.5960215
ECU,2015,839.5960215
ECU,2016,839.5960215
ECU,2017,857.8722654
ECU,2018,857.8722654
ECU,2019,848.8633245
EGY,2000,52.27709356
EGY,2001,52.27709356
EGY,2002,52.27709356
EGY,2003,52.27709356
EGY,2004,52.27709356
EGY,2005,52.27709356
EGY,2006,52.27709356
EGY,2007,52.27709356
EGY,2008,52.27709356
EGY,2009,52.27709356
EGY,2010,52.27709356
EGY,2011,52.27709356
EGY,2012,52.27709356
EGY,2013,52.27709356
EGY,2014,52.27709356
EGY,2015,52.27709356
EGY,2016,52.27709356
EGY,2017,42.28413957
EGY,2018,42.28413957
EGY,2019,42.06637617
ERI,2000,379.1055324
ERI,2001,379.1055324
ERI,2002,379.1055324
ERI,2003,379.1055324
ERI,2004,379.1055324
ERI,2005,379.1055324
ERI,2006,379.1055324
ERI,2007,379.1055324
ERI,2008,379.1055324
ERI,2009,379.1055324
ERI,2010,379.1055324
ERI,2011,379.1055324
ERI,2012,379.1055324
ERI,2013,379.1055324
ERI,2014,379.1055324
ERI,2015,379.1055324
ERI,2016,379.1055324
ERI,2017,275.6729424
ERI,2018,275.6729424
ERI,2019,274.7357669
ESP,2000,511.7713177
ESP,2001,511.7713177
ESP,2002,511.7713177
ESP,2003,511.7713177
ESP,2004,511.7713177
ESP,2005,511.7713177
ESP,2006,511.7713177
ESP,2007,511.7713177
ESP,2008,511.7713177
ESP,2009,511.7713177
ESP,2010,511.7713177
ESP,2011,511.7713177
ESP,2012,511.7713177
ESP,2013,511.7713177
ESP,2014,511.7713177
ESP,2015,511.7713177
ESP,2016,511.7713177
ESP,2017,401.1589329
ESP,2018,401.1589329
ESP,2019,393.4145311
EST,2000,406.192452
EST,2001,406.192452
EST,2002,406.192452
EST,2003,406.192452
EST,2004,406.192452
EST,2005,406.192452
EST,2006,406.192452
EST,2007,406.192452
EST,2008,406.192452
EST,2009,406.192452
EST,2010,406.192452
EST,2011,406.192452
EST,2012,406.192452
EST,2013,406.192452
EST,2014,406.192452
EST,2015,406.192452
EST,2016,406.192452
EST,2017,486.0052442
EST,2018,486.0052442
EST,2019,470.8743064
ETH,2000,660.2504693
ETH,2001,660.2504693
ETH,2002,660.2504693
ETH,2003,660.2504693
ETH,2004,660.2504693
ETH,2005,660.2504693
ETH,2006,660.2504693
ETH,2007,660.2504693
ETH,2008,660.2504693
ETH,2009,660.2504693
ETH,2010,660.2504693
ETH,2011,660.2504693
ETH,2012,660.2504693
ETH,2013,660.2504693
ETH,2014,660.2504693
ETH,2015,660.2504693
ETH,2016,660.2504693
ETH,2017,608.2043911
ETH,2018,608.2043911
ETH,2019,642.9150143
FIN,2000,360.5178646
FIN,2001,360.5178646
FIN,2002,360.5178646
FIN,2003,360.5178646
FIN,2004,360.5178646
FIN,2005,360.5178646
FIN,2006,360.5178646
FIN,2007,360.5178646
FIN,2008,360.5178646
FIN,2009,360.5178646
FIN,2010,360.5178646
FIN,2011,360.5178646
FIN,2012,360.5178646
FIN,2013,360.5178646
FIN,2014,360.5178646
FIN,2015,360.5178646
FIN,2016,360.5178646
FIN,2017,395.4805415
FIN,2018,395.4805415
FIN,2019,382.2564613
FJI,2000,1320.108544
FJI,2001,1320.108544
FJI,2002,1320.108544
FJI,2003,1320.108544
FJI,2004,1320.108544
FJI,2005,1320.108544
FJI,2006,1320.108544
FJI,2007,1320.108544
FJI,2008,1320.108544
FJI,2009,1320.108544
FJI,2010,1320.108544
FJI,2011,1320.108544
FJI,2012,1320.108544
FJI,2013,1320.108544
FJI,2014,1320.108544
FJI,2015,1320.108544
FJI,2016,1320.108544
FJI,2017,1320.186014
FJI,2018,1320.186014
FJI,2019,1320.186014
FRA,2000,612.453869
FRA,2001,612.453869
FRA,2002,612.453869
FRA,2003,612.453869
FRA,2004,612.453869
FRA,2005,612.453869
FRA,2006,612.453869
FRA,2007,612.453869
FRA,2008,612.453869
FRA,2009,612.453869
FRA,2010,612.453869
FRA,2011,612.453869
FRA,2012,612.453869
FRA,2013,612.453869
FRA,2014,612.453869
FRA,2015,612.453869
FRA,2016,612.453869
FRA,2017,556.9418336
FRA,2018,556.9418336
FRA,2019,525.80147
FRO,2000,257.8070603
FRO,2001,257.8070603
FRO,2002,257.8070603
FRO,2003,257.8070603
FRO,2004,257.8070603
FRO,2005,257.8070603
FRO,2006,257.8070603
FRO,2007,257.8070603
FRO,2008,257.8070603
FRO,2009,257.8070603
FRO,2010,257.8070603
FRO,2011,257.8070603
FRO,2012,257.8070603
FRO,2013,257.8070603
FRO,2014,257.8070603
FRO,2015,257.8070603
FRO,2016,257.8070603
FRO,2017,296.5051236
FRO,2018,296.5051236
FRO,2019,304.1675708
FSM,2000,1777.416667
FSM,2001,1777.416667
FSM,2002,1777.416667
FSM,2003,1777.416667
FSM,2004,1777.416667
FSM,2005,1777.416667
FSM,2006,1777.416667
FSM,2007,1777.416667
FSM,2008,1777.416667
FSM,2009,1777.416667
FSM,2010,1777.416667
FSM,2011,1777.416667
FSM,2012,1777.416667
FSM,2013,1777.416667
FSM,2014,1777.416667
FSM,2015,1777.416667
FSM,2016,1777.416667
FSM,2017,1712.801749
FSM,2018,1712.801749
FSM,2019,1719.673469
GAB,2000,1125.36908
GAB,2001,1125.36908
GAB,2002,1125.36908
GAB,2003,1125.36908
GAB,2004,1125.36908
GAB,2005,1125.36908
GAB,2006,1125.36908
GAB,2007,1125.36908
GAB,2008,1125.36908
GAB,2009,1125.36908
GAB,2010,1125.36908
GAB,2011,1125.36908
GAB,2012,1125.36908
GAB,2013,1125.36908
GAB,2014,1125.36908
GAB,2015,1125.36908
GAB,2016,1125.36908
GAB,2017,1107.888714
GAB,2018,1107.888714
GAB,2019,1109.515334
GBR,2000,364.6167137
GBR,2001,364.6167137
GBR,2002,364.6167137
GBR,2003,364.6167137
GBR,2004,364.6167137
GBR,2005,364.6167137
GBR,2006,364.6167137
GBR,2007,364.6167137
GBR,2008,364.6167137
GBR,2009,364.6167137
GBR,2010,364.6167137
GBR,2011,364.6167137
GBR,2012,364.6167137
GBR,2013,364.6167137
GBR,2014,364.6167137
GBR,2015,364.6167137
GBR,2016,364.6167137
GBR,2017,342.4781198
GBR,2018,342.4781198
GBR,2019,341.4521857
GEO,2000,574.058375
GEO,2001,574.058375
GEO,2002,574.058375
GEO,2003,574.058375
GEO,2004,574.058375
GEO,2005,574.058375
GEO,2006,574.058375
GEO,2007,574.058375
GEO,2008,574.058375
GEO,2009,574.058375
GEO,2010,574.058375
GEO,2011,574.058375
GEO,2012,574.058375
GEO,2013,574.058375
GEO,2014,574.058375
GEO,2015,574.058375
GEO,2016,574.058375
GEO,2017,535.0301944
GEO,2018,535.0301944
GEO,2019,536.81122
GHA,2000,1159.499288
GHA,2001,1159.499288
GHA,2002,1159.499288
GHA,2003,1159.499288
GHA,2004,1159.499288
GHA,2005,1159.499288
GHA,2006,1159.499288
GHA,2007,1159.499288
GHA,2008,1159.499288
GHA,2009,1159.499288
GHA,2010,1159.499288
GHA,2011,1159.499288
GHA,2012,1159.499288
GHA,2013,1159.499288
GHA,2014,1159.499288
GHA,2015,1159.499288
GHA,2016,1159.499288
GHA,2017,1081.922984
GHA,2018,1081.922984
GHA,2019,1106.253707
GIB,2000,0
GIB,2001,0
GIB,2002,0
GIB,2003,0
GIB,2004,0
GIB,2005,0
GIB,2006,0
GIB,2007,0
GIB,2008,0
GIB,2009,0
GIB,2010,0
GIB,2011,0
GIB,2012,0
GIB,2013,0
GIB,2014,0
GIB,2015,0
GIB,2016,0
GIB,2017,0
GIB,2018,0
GIB,2019,0
GIN,2000,1201.038521
GIN,2001,1201.038521
GIN,2002,1201.038521
GIN,2003,1201.038521
GIN,2004,1201.038521
GIN,2005,1201.038521
GIN,2006,1201.038521
GIN,2007,1201.038521
GIN,2008,1201.038521
GIN,2009,1201.038521
GIN,2010,1201.038521
GIN,2011,1201.038521
GIN,2012,1201.038521
GIN,2013,1201.038521
GIN,2014,1201.038521
GIN,2015,1201.038521
GIN,2016,1201.038521
GIN,2017,1211.644275
GIN,2018,1211.644275
GIN,2019,1142.504876
GMB,2000,1017.908068
GMB,2001,1017.908068
GMB,2002,1017.908068
GMB,2003,1017.908068
GMB,2004,1017.908068
GMB,2005,1017.908068
GMB,2006,1017.908068
GMB,2007,1017.908068
GMB,2008,1017.908068
GMB,2009,1017.908068
GMB,2010,1017.908068
GMB,2011,1017.908068
GMB,2012,1017.908068
GMB,2013,1017.908068
GMB,2014,1017.908068
GMB,2015,1017.908068
GMB,2016,1017.908068
GMB,2017,1117.363515
GMB,2018,1117.363515
GMB,2019,1066.907899
GNB,2000,1326.155968
GNB,2001,1326.155968
GNB,2002,1326.155968
GNB,2003,1326.155968
GNB,2004,1326.155968
GNB,2005,1326.155968
GNB,2006,1326.155968
GNB,2007,1326.155968
GNB,2008,1326.155968
GNB,2009,1326.155968
GNB,2010,1326.155968
GNB,2011,1326.155968
GNB,2012,1326.155968
GNB,2013,1326.155968
GNB,2014,1326.155968
GNB,2015,1326.155968
GNB,2016,1326.155968
GNB,2017,1399.600221
GNB,2018,1399.600221
GNB,2019,1309.428189
GNQ,2000,1099.59146
GNQ,2001,1099.59146
GNQ,2002,1099.59146
GNQ,2003,1099.59146
GNQ,2004,1099.59146
GNQ,2005,1099.59146
GNQ,2006,1099.59146
GNQ,2007,1099.59146
GNQ,2008,1099.59146
GNQ,2009,1099.59146
GNQ,2010,1099.59146
GNQ,2011,1099.59146
GNQ,2012,1099.59146
GNQ,2013,1099.59146
GNQ,2014,1099.59146
GNQ,2015,1099.59146
GNQ,2016,1099.59146
GNQ,2017,1076.184343
GNQ,2018,1076.184343
GNQ,2019,1079.000702
GRC,2000,637.9621808
GRC,2001,637.9621808
GRC,2002,637.9621808
GRC,2003,637.9621808
GRC,2004,637.9621808
GRC,2005,637.9621808
GRC,2006,637.9621808
GRC,2007,637.9621808
GRC,2008,637.9621808
GRC,2009,637.9621808
GRC,2010,637.9621808
GRC,2011,637.9621808
GRC,2012,637.9621808
GRC,2013,637.9621808
GRC,2014,637.9621808
GRC,2015,637.9621808
GRC,2016,637.9621808
GRC,2017,633.4418718
GRC,2018,633.4418718
GRC,2019,648.1906645
GRD,2000,2081.315385
GRD,2001,2081.315385
GRD,2002,2081.315385
GRD,2003,2081.315385
GRD,2004,2081.315385
GRD,2005,2081.315385
GRD,2006,2081.315385
GRD,2007,2081.315385
GRD,2008,2081.315385
GRD,2009,2081.315385
GRD,2010,2081.315385
GRD,2011,2081.315385
GRD,2012,2081.315385
GRD,2013,2081.315385
GRD,2014,2081.315385
GRD,2015,2081.315385
GRD,2016,2081.315385
GRD,2017,2101.206897
GRD,2018,2101.206897
GRD,2019,2073.904215
GRL,2000,10.35570239
GRL,2001,10.35570239
GRL,2002,10.35570239
GRL,2003,10.35570239
GRL,2004,10.35570239
GRL,2005,10.35570239
GRL,2006,10.35570239
GRL,2007,10.35570239
GRL,2008,10.35570239
GRL,2009,10.35570239
GRL,2010,10.35570239
GRL,2011,10.35570239
GRL,2012,10.35570239
GRL,2013,10.35570239
GRL,2014,10.35570239
GRL,2015,10.35570239
GRL,2016,10.35570239
GRL,2017,8.415527662
GRL,2018,8.415527662
GRL,2019,8.254104672
GTM,2000,1068.983044
GTM,2001,1068.983044
GTM,2002,1068.983044
GTM,2003,1068.983044
GTM,2004,1068.983044
GTM,2005,1068.983044
GTM,2006,1068.983044
GTM,2007,1068.983044
GTM,2008,1068.983044
GTM,2009,1068.983044
GTM,2010,1068.983044
GTM,2011,1068.983044
GTM,2012,1068.983044
GTM,2013,1068.983044
GTM,2014,1068.983044
GTM,2015,1068.983044
GTM,2016,1068.983044
GTM,2017,1061.384643
GTM,2018,1061.384643
GTM,2019,1009.748477
GUM,2000,1482.223837
GUM,2001,1482.223837
GUM,2002,1482.223837
GUM,2003,1482.223837
GUM,2004,1482.223837
GUM,2005,1482.223837
GUM,2006,1482.223837
GUM,2007,1482.223837
GUM,2008,1482.223837
GUM,2009,1482.223837
GUM,2010,1482.223837
GUM,2011,1482.223837
GUM,2012,1482.223837
GUM,2013,1482.223837
GUM,2014,1482.223837
GUM,2015,1482.223837
GUM,2016,1482.223837
GUM,2017,1455.677419
GUM,2018,1455.677419
GUM,2019,1402.313783
GUY,2000,1442.593916
GUY,2001,1442.593916
GUY,2002,1442.593916
GUY,2003,1442.593916
GUY,2004,1442.593916
GUY,2005,1442.593916
GUY,2006,1442.593916
GUY,2007,1442.593916
GUY,2008,1442.593916
GUY,2009,1442.593916
GUY,2010,1442.593916
GUY,2011,1442.593916
GUY,2012,1442.593916
GUY,2013,1442.593916
GUY,2014,1442.593916
GUY,2015,1442.593916
GUY,2016,1442.593916
GUY,2017,1424.488605
GUY,2018,1424.488605
GUY,2019,1433.648144
HKG,2000,1098.861486
HKG,2001,1098.861486
HKG,2002,1098.861486
HKG,2003,1098.861486
HKG,2004,1098.861486
HKG,2005,1098.861486
HKG,2006,1098.861486
HKG,2007,1098.861486
HKG,2008,1098.861486
HKG,2009,1098.861486
HKG,2010,1098.861486
HKG,2011,1098.861486
HKG,2012,1098.861486
HKG,2013,1098.861486
HKG,2014,1098.861486
HKG,2015,1098.861486
HKG,2016,1098.861486
HKG,2017,1059.62963
HKG,2018,1059.62963
HKG,2019,1074.038721
HND,2000,1228.816926
HND,2001,1228.816926
HND,2002,1228.816926
HND,2003,1228.816926
HND,2004,1228.816926
HND,2005,1228.816926
HND,2006,1228.816926
HND,2007,1228.816926
HND,2008,1228.816926
HND,2009,1228.816926
HND,2010,1228.816926
HND,2011,1228.816926
HND,2012,1228.816926
HND,2013,1228.816926
HND,2014,1228.816926
HND,2015,1228.816926
HND,2016,1228.816926
HND,2017,1232.767976
HND,2018,1232.767976
HND,2019,1159.452348
HRV,2000,552.9872877
HRV,2001,552.9872877
HRV,2002,552.9872877
HRV,2003,552.9872877
HRV,2004,552.9872877
HRV,2005,552.9872877
HRV,2006,552.9872877
HRV,2007,552.9872877
HRV,2008,552.9872877
HRV,2009,552.9872877
HRV,2010,552.9872877
HRV,2011,552.9872877
HRV,2012,552.9872877
HRV,2013,552.9872877
HRV,2014,552.9872877
HRV,2015,552.9872877
HRV,2016,552.9872877
HRV,2017,522.268759
HRV,2018,522.268759
HRV,2019,525.6033576
HTI,2000,1077.344623
HTI,2001,1077.344623
HTI,2002,1077.344623
HTI,2003,1077.344623
HTI,2004,1077.344623
HTI,2005,1077.344623
HTI,2006,1077.344623
HTI,2007,1077.344623
HTI,2008,1077.344623
HTI,2009,1077.344623
HTI,2010,1077.344623
HTI,2011,1077.344623
HTI,2012,1077.344623
HTI,2013,1077.344623
HTI,2014,1077.344623
HTI,2015,1077.344623
HTI,2016,1077.344623
HTI,2017,1074.15344
HTI,2018,1074.15344
HTI,2019,1025.123669
HUN,2000,399.0796374
HUN,2001,399.0796374
HUN,2002,399.0796374
HUN,2003,399.0796374
HUN,2004,399.0796374
HUN,2005,399.0796374
HUN,2006,399.0796374
HUN,2007,399.0796374
HUN,2008,399.0796374
HUN,2009,399.0796374
HUN,2010,399.0796374
HUN,2011,399.0796374
HUN,2012,399.0796374
HUN,2013,399.0796374
HUN,2014,399.0796374
HUN,2015,399.0796374
HUN,2016,399.0796374
HUN,2017,450.7019625
HUN,2018,450.7019625
HUN,2019,401.7156303
IDN,2000,1270.574397
IDN,2001,1270.574397
IDN,2002,1270.574397
IDN,2003,1270.574397
IDN,2004,1270.574397
IDN,2005,1270.574397
IDN,2006,1270.574397
IDN,2007,1270.574397
IDN,2008,1270.574397
IDN,2009,1270.574397
IDN,2010,1270.574397
IDN,2011,1270.574397
IDN,2012,1270.574397
IDN,2013,1270.574397
IDN,2014,1270.574397
IDN,2015,1270.574397
IDN,2016,1270.574397
IDN,2017,1269.89438
IDN,2018,1269.89438
IDN,2019,1250.645916
IMN,2000,388.5195035
IMN,2001,388.5195035
IMN,2002,388.5195035
IMN,2003,388.5195035
IMN,2004,388.5195035
IMN,2005,388.5195035
IMN,2006,388.5195035
IMN,2007,388.5195035
IMN,2008,388.5195035
IMN,2009,388.5195035
IMN,2010,388.5195035
IMN,2011,388.5195035
IMN,2012,388.5195035
IMN,2013,388.5195035
IMN,2014,388.5195035
IMN,2015,388.5195035
IMN,2016,388.5195035
IMN,2017,331.8888889
IMN,2018,331.8888889
IMN,2019,350
IRL,2000,388.9478608
IRL,2001,388.9478608
IRL,2002,388.9478608
IRL,2003,388.9478608
IRL,2004,388.9478608
IRL,2005,388.9478608
IRL,2006,388.9478608
IRL,2007,388.9478608
IRL,2008,388.9478608
IRL,2009,388.9478608
IRL,2010,388.9478608
IRL,2011,388.9478608
IRL,2012,388.9478608
IRL,2013,388.9478608
IRL,2014,388.9478608
IRL,2015,388.9478608
IRL,2016,388.9478608
IRL,2017,355.3247456
IRL,2018,355.3247456
IRL,2019,397.1548503
IRN,2000,263.8955334
IRN,2001,263.8955334
IRN,2002,263.8955334
IRN,2003,263.8955334
IRN,2004,263.8955334
IRN,2005,263.8955334
IRN,2006,263.8955334
IRN,2007,263.8955334
IRN,2008,263.8955334
IRN,2009,263.8955334
IRN,2010,263.8955334
IRN,2011,263.8955334
IRN,2012,263.8955334
IRN,2013,263.8955334
IRN,2014,263.8955334
IRN,2015,263.8955334
IRN,2016,263.8955334
IRN,2017,124.5583246
IRN,2018,124.5583246
IRN,2019,154.884212
IRQ,2000,252.6658189
IRQ,2001,252.6658189
IRQ,2002,252.6658189
IRQ,2003,252.6658189
IRQ,2004,252.6658189
IRQ,2005,252.6658189
IRQ,2006,252.6658189
IRQ,2007,252.6658189
IRQ,2008,252.6658189
IRQ,2009,252.6658189
IRQ,2010,252.6658189
IRQ,2011,252.6658189
IRQ,2012,252.6658189
IRQ,2013,252.6658189
IRQ,2014,252.6658189
IRQ,2015,252.6658189
IRQ,2016,252.6658189
IRQ,2017,161.7021775
IRQ,2018,161.7021775
IRQ,2019,242.1500296
ISL,2000,187.4766522
ISL,2001,187.4766522
ISL,2002,187.4766522
ISL,2003,187.4766522
ISL,2004,187.4766522
ISL,2005,187.4766522
ISL,2006,187.4766522
ISL,2007,187.4766522
ISL,2008,187.4766522
ISL,2009,187.4766522
ISL,2010,187.4766522
ISL,2011,187.4766522
ISL,2012,187.4766522
ISL,2013,187.4766522
ISL,2014,187.4766522
ISL,2015,187.4766522
ISL,2016,187.4766522
ISL,2017,157.7205204
ISL,2018,157.7205204
ISL,2019,189.3375749
ISR,2000,278.5447391
ISR,2001,278.5447391
ISR,2002,278.5447391
ISR,2003,278.5447391
ISR,2004,278.5447391
ISR,2005,278.5447391
ISR,2006,278.5447391
ISR,2007,278.5447391
ISR,2008,278.5447391
ISR,2009,278.5447391
ISR,2010,278.5447391
ISR,2011,278.5447391
ISR,2012,278.5447391
ISR,2013,278.5447391
ISR,2014,278.5447391
ISR,2015,278.5447391
ISR,2016,278.5447391
ISR,2017,238.7277931
ISR,2018,238.7277931
ISR,2019,280.7003347
ITA,2000,514.9067981
ITA,2001,514.9067981
ITA,2002,514.9067981
ITA,2003,514.9067981
ITA,2004,514.9067981
ITA,2005,514.9067981
ITA,2006,514.9067981
ITA,2007,514.9067981
ITA,2008,514.9067981
ITA,2009,514.9067981
ITA,2010,514.9067981
ITA,2011,514.9067981
ITA,2012,514.9067981
ITA,2013,514.9067981
ITA,2014,514.9067981
ITA,2015,514.9067981
ITA,2016,514.9067981
ITA,2017,493.8569691
ITA,2018,493.8569691
ITA,2019,511.1664913
JAM,2000,1251.902808
JAM,2001,1251.902808
JAM,2002,1251.902808
JAM,2003,1251.902808
JAM,2004,1251.902808
JAM,2005,1251.902808
JAM,2006,1251.902808
JAM,2007,1251.902808
JAM,2008,1251.902808
JAM,2009,1251.902808
JAM,2010,1251.902808
JAM,2011,1251.902808
JAM,2012,1251.902808
JAM,2013,1251.902808
JAM,2014,1251.902808
JAM,2015,1251.902808
JAM,2016,1251.902808
JAM,2017,1264.871702
JAM,2018,1264.871702
JAM,2019,1210.14325
JOR,2000,88.32391386
JOR,2001,88.32391386
JOR,2002,88.32391386
JOR,2003,88.32391386
JOR,2004,88.32391386
JOR,2005,88.32391386
JOR,2006,88.32391386
JOR,2007,88.32391386
JOR,2008,88.32391386
JOR,2009,88.32391386
JOR,2010,88.32391386
JOR,2011,88.32391386
JOR,2012,88.32391386
JOR,2013,88.32391386
JOR,2014,88.32391386
JOR,2015,88.32391386
JOR,2016,88.32391386
JOR,2017,29.8169451
JOR,2018,29.8169451
JOR,2019,38.55894669
JPN,2000,572.2331578
JPN,2001,572.2331578
JPN,2002,572.2331578
JPN,2003,572.2331578
JPN,2004,572.2331578
JPN,2005,572.2331578
JPN,2006,572.2331578
JPN,2007,572.2331578
JPN,2008,572.2331578
JPN,2009,572.2331578
JPN,2010,572.2331578
JPN,2011,572.2331578
JPN,2012,572.2331578
JPN,2013,572.2331578
JPN,2014,572.2331578
JPN,2015,572.2331578
JPN,2016,572.2331578
JPN,2017,572.5233539
JPN,2018,572.5233539
JPN,2019,561.5747289
KAZ,2000,254.8674868
KAZ,2001,254.8674868
KAZ,2002,254.8674868
KAZ,2003,254.8674868
KAZ,2004,254.8674868
KAZ,2005,254.8674868
KAZ,2006,254.8674868
KAZ,2007,254.8674868
KAZ,2008,254.8674868
KAZ,2009,254.8674868
KAZ,2010,254.8674868
KAZ,2011,254.8674868
KAZ,2012,254.8674868
KAZ,2013,254.8674868
KAZ,2014,254.8674868
KAZ,2015,254.8674868
KAZ,2016,254.8674868
KAZ,2017,238.3626864
KAZ,2018,238.3626864
KAZ,2019,155.0110167
KEN,2000,708.6737627
KEN,2001,708.6737627
KEN,2002,708.6737627
KEN,2003,708.6737627
KEN,2004,708.6737627
KEN,2005,708.6737627
KEN,2006,708.6737627
KEN,2007,708.6737627
KEN,2008,708.6737627
KEN,2009,708.6737627
KEN,2010,708.6737627
KEN,2011,708.6737627
KEN,2012,708.6737627
KEN,2013,708.6737627
KEN,2014,708.6737627
KEN,2015,708.6737627
KEN,2016,708.6737627
KEN,2017,527.525651
KEN,2018,527.525651
KEN,2019,634.4178967
KGZ,2000,287.7855998
KGZ,2001,287.7855998
KGZ,2002,287.7855998
KGZ,2003,287.7855998
KGZ,2004,287.7855998
KGZ,2005,287.7855998
KGZ,2006,287.7855998
KGZ,2007,287.7855998
KGZ,2008,287.7855998
KGZ,2009,287.7855998
KGZ,2010,287.7855998
KGZ,2011,287.7855998
KGZ,2012,287.7855998
KGZ,2013,287.7855998
KGZ,2014,287.7855998
KGZ,2015,287.7855998
KGZ,2016,287.7855998
KGZ,2017,295.75897
KGZ,2018,295.75897
KGZ,2019,271.549993
KHM,2000,1188.679277
KHM,2001,1188.679277
KHM,2002,1188.679277
KHM,2003,1188.679277
KHM,2004,1188.679277
KHM,2005,1188.679277
KHM,2006,1188.679277
KHM,2007,1188.679277
KHM,2008,1188.679277
KHM,2009,1188.679277
KHM,2010,1188.679277
KHM,2011,1188.679277
KHM,2012,1188.679277
KHM,2013,1188.679277
KHM,2014,1188.679277
KHM,2015,1188.679277
KHM,2016,1188.679277
KHM,2017,1183.778577
KHM,2018,1183.778577
KHM,2019,1103.348863
KIR,2000,1982.12766
KIR,2001,1982.12766
KIR,2002,1982.12766
KIR,2003,1982.12766
KIR,2004,1982.12766
KIR,2005,1982.12766
KIR,2006,1982.12766
KIR,2007,1982.12766
KIR,2008,1982.12766
KIR,2009,1982.12766
KIR,2010,1982.12766
KIR,2011,1982.12766
KIR,2012,1982.12766
KIR,2013,1982.12766
KIR,2014,1982.12766
KIR,2015,1982.12766
KIR,2016,1982.12766
KIR,2017,1957.75
KIR,2018,1957.75
KIR,2019,1954.288462
KNA,2000,1768.117021
KNA,2001,1768.117021
KNA,2002,1768.117021
KNA,2003,1768.117021
KNA,2004,1768.117021
KNA,2005,1768.117021
KNA,2006,1768.117021
KNA,2007,1768.117021
KNA,2008,1768.117021
KNA,2009,1768.117021
KNA,2010,1768.117021
KNA,2011,1768.117021
KNA,2012,1768.117021
KNA,2013,1768.117021
KNA,2014,1768.117021
KNA,2015,1768.117021
KNA,2016,1768.117021
KNA,2017,1785.191489
KNA,2018,1785.191489
KNA,2019,1701.212766
KOR,2000,680.4173491
KOR,2001,680.4173491
KOR,2002,680.4173491
KOR,2003,680.4173491
KOR,2004,680.4173491
KOR,2005,680.4173491
KOR,2006,680.4173491
KOR,2007,680.4173491
KOR,2008,680.4173491
KOR,2009,680.4173491
KOR,2010,680.4173491
KOR,2011,680.4173491
KOR,2012,680.4173491
KOR,2013,680.4173491
KOR,2014,680.4173491
KOR,2015,680.4173491
KOR,2016,680.4173491
KOR,2017,648.7618234
KOR,2018,648.7618234
KOR,2019,648.859314
KWT,2000,37.22800119
KWT,2001,37.22800119
KWT,2002,37.22800119
KWT,2003,37.22800119
KWT,2004,37.22800119
KWT,2005,37.22800119
KWT,2006,37.22800119
KWT,2007,37.22800119
KWT,2008,37.22800119
KWT,2009,37.22800119
KWT,2010,37.22800119
KWT,2011,37.22800119
KWT,2012,37.22800119
KWT,2013,37.22800119
KWT,2014,37.22800119
KWT,2015,37.22800119
KWT,2016,37.22800119
KWT,2017,4.175005957
KWT,2018,4.175005957
KWT,2019,4.495234691
LAO,2000,1148.829131
LAO,2001,1148.829131
LAO,2002,1148.829131
LAO,2003,1148.829131
LAO,2004,1148.829131
LAO,2005,1148.829131
LAO,2006,1148.829131
LAO,2007,1148.829131
LAO,2008,1148.829131
LAO,2009,1148.829131
LAO,2010,1148.829131
LAO,2011,1148.829131
LAO,2012,1148.829131
LAO,2013,1148.829131
LAO,2014,1148.829131
LAO,2015,1148.829131
LAO,2016,1148.829131
LAO,2017,1140.640852
LAO,2018,1140.640852
LAO,2019,1104.347235
LBN,2000,586.2761217
LBN,2001,586.2761217
LBN,2002,586.2761217
LBN,2003,586.2761217
LBN,2004,586.2761217
LBN,2005,586.2761217
LBN,2006,586.2761217
LBN,2007,586.2761217
LBN,2008,586.2761217
LBN,2009,586.2761217
LBN,2010,586.2761217
LBN,2011,586.2761217
LBN,2012,586.2761217
LBN,2013,586.2761217
LBN,2014,586.2761217
LBN,2015,586.2761217
LBN,2016,586.2761217
LBN,2017,525.9669604
LBN,2018,525.9669604
LBN,2019,613.6124349
LBR,2000,1377.121699
LBR,2001,1377.121699
LBR,2002,1377.121699
LBR,2003,1377.121699
LBR,2004,1377.121699
LBR,2005,1377.121699
LBR,2006,1377.121699
LBR,2007,1377.121699
LBR,2008,1377.121699
LBR,2009,1377.121699
LBR,2010,1377.121699
LBR,2011,1377.121699
LBR,2012,1377.121699
LBR,2013,1377.121699
LBR,2014,1377.121699
LBR,2015,1377.121699
LBR,2016,1377.121699
LBR,2017,1360.853029
LBR,2018,1360.853029
LBR,2019,1342.063444
LBY,2000,8.806708958
LBY,2001,8.806708958
LBY,2002,8.806708958
LBY,2003,8.806708958
LBY,2004,8.806708958
LBY,2005,8.806708958
LBY,2006,8.806708958
LBY,2007,8.806708958
LBY,2008,8.806708958
LBY,2009,8.806708958
LBY,2010,8.806708958
LBY,2011,8.806708958
LBY,2012,8.806708958
LBY,2013,8.806708958
LBY,2014,8.806708958
LBY,2015,8.806708958
LBY,2016,8.806708958
LBY,2017,5.602315789
LBY,2018,5.602315789
LBY,2019,6.031162621
LCA,2000,1518.675906
LCA,2001,1518.675906
LCA,2002,1518.675906
LCA,2003,1518.675906
LCA,2004,1518.675906
LCA,2005,1518.675906
LCA,2006,1518.675906
LCA,2007,1518.675906
LCA,2008,1518.675906
LCA,2009,1518.675906
LCA,2010,1518.675906
