ISO ,Year,BAU,LA,EA
HUN,2016,148.9555737,148.970858,148.970858
HUN,2020,260.116302,260.131652,190.0332328
HUN,2025,531.2110247,551.6013868,529.4300841
HUN,2030,809.640511,1525.519232,1204.800489
HUN,2035,1384.643864,1867.546154,1561.236275
HUN,2040,1449.916664,2173.890248,1659.12185
HUN,2045,1483.882125,3730.822135,1715.155805
HUN,2050,1210.982251,7079.019222,6763.820834
