ISO,Year,BAU,EA
HUN,2017,0.071734943446496,0.071734943446496
HUN,2020,0.063946290406133,0.063932328868278
HUN,2030,0.108659637553342,0.104824856450922
HUN,2040,0.064932187486274,0.059906287663682
HUN,2050,0.069082023603819,0.059918044560473
