ISO,Year,BAU,EA
HUN,2017,30.9641466891357,30.9641466891357
HUN,2020,37.2539061182545,37.2784595983043
HUN,2030,26.5001284618605,26.8682356759786
HUN,2040,52.3653520746671,54.2511483997047
HUN,2050,57.1241735505133,61.4822399253468
